trilha;curso;curso_id;modulo;aula;aula_id;ord;tipo;duracao_min;resolucoes;n_extras;url_aula;m3u8_principal;video_uuid
(sem trilha);Guia Freelancer;355;;Bônus - Técnicas de vendas para fechar os melhores contratos;4198;10;video;127.8;700x360/934x480/1400x720/2102x1080;0;https://flix.nocodestartup.io/m/lessons/4198;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/0c6b6706-8404-4b4d-9d26-fbb6b59a6f25/playlist.m3u8;0c6b6706-8404-4b4d-9d26-fbb6b59a6f25
(sem trilha);Guia Freelancer;355;;Bônus - Live - Como Abrir sua empresa como Dev - Contador Direto;4100;11;video;87.6;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/4100;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/825354a3-4237-4cd8-844a-05d05fa3b5c6/playlist.m3u8;825354a3-4237-4cd8-844a-05d05fa3b5c6
(sem trilha);Guia Freelancer;355;Bônus - Do Zero a Um com Sua Agência IA;Parte 1;4195;1;video;58.3;696x360/930x480/1394x720/2090x1080;0;https://flix.nocodestartup.io/m/lessons/4195;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b15b7201-ae91-4b86-93d6-8453b6d2644f/playlist.m3u8;b15b7201-ae91-4b86-93d6-8453b6d2644f
(sem trilha);Guia Freelancer;355;Bônus - Do Zero a Um com Sua Agência IA;Parte 2;4196;2;video;184.6;696x360/930x480/1394x720/2090x1080;0;https://flix.nocodestartup.io/m/lessons/4196;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/9d0b47af-8e8d-4bfe-a3d3-018a89a66cd0/playlist.m3u8;9d0b47af-8e8d-4bfe-a3d3-018a89a66cd0
(sem trilha);Comece sua jornada por aqui;353;;Seja Bem vindo! Não pule essa aula por nada;3795;0;video;12.2;640x360/856x480/1284x720/1928x1080;0;https://flix.nocodestartup.io/m/lessons/3795;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/7e4de81a-b860-482c-8993-4bc873ac9cbd/playlist.m3u8;7e4de81a-b860-482c-8993-4bc873ac9cbd
(sem trilha);Materiais - IA;349;;Novo Material;3779;0;texto/html;0.0;;0;https://flix.nocodestartup.io/m/lessons/3779;;
(sem trilha);MasterClass Nocode IA - Como Criar Agentes de Ia com Zaia;340;;Cadastro Zaia;4227;0;texto/html;0.0;;0;https://flix.nocodestartup.io/m/lessons/4227;;
(sem trilha);MasterClass Nocode IA - Como Criar Agentes de Ia com Zaia;340;;MasterClass Nocode IA - Como Criar Agente de Ia com Zaia;3684;1;video;153.0;704x360/938x480/1408x720/2112x1080;0;https://flix.nocodestartup.io/m/lessons/3684;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/e1d3511a-419e-4451-94ad-56b929971dd0/playlist.m3u8;e1d3511a-419e-4451-94ad-56b929971dd0
(sem trilha);Encontro - Análise de Aplicativo;338;;11/06/2024 - Encontro - Análise de Aplicativo;3681;0;video;0.0;842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3681;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/7101ae10-d85f-4ec3-bea5-fabe4509ca71/playlist.m3u8;7101ae10-d85f-4ec3-bea5-fabe4509ca71
(sem trilha);Encontro - Análise de Aplicativo;338;;10/07 - Encontro - Hot Seat - Análise de Ideias;3695;1;video;0.0;842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3695;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/ed3a363f-fcc7-46d3-bfb8-485b5766b043/playlist.m3u8;ed3a363f-fcc7-46d3-bfb8-485b5766b043
(sem trilha);Encontro - Vivendo de No Code;337;;19/06/2024 - Encontro - Vivendo de No Code;3680;0;video;0.0;842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3680;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/9625cb1b-b6c3-4d64-8ded-270946acf177/playlist.m3u8;9625cb1b-b6c3-4d64-8ded-270946acf177
(sem trilha);Encontro - Vivendo de No Code;337;;17/07 - Bate Papo - Vivendo de No Code - Redes Sociais potencializando a sua carreira;3720;1;video;0.0;842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3720;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/a2c642ba-3665-4847-8fcb-f96b3a7c2e8c/playlist.m3u8;a2c642ba-3665-4847-8fcb-f96b3a7c2e8c
(sem trilha);Tira Dúvidas - Bubble;336;Tira Dúvidas Bubble;08/07 - Live Tira Dúvidas Bubble;3696;1;video;0.0;842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3696;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/be8f2836-4de3-4cc7-8d32-4d933fc84d13/playlist.m3u8;be8f2836-4de3-4cc7-8d32-4d933fc84d13
(sem trilha);Tira Dúvidas - Bubble;336;Tira Dúvidas Bubble;14/08 - Live Tira Dúvidas Bubble;3739;2;video;0.0;842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3739;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/db7faada-df7b-436a-8f33-266071e6c420/playlist.m3u8;db7faada-df7b-436a-8f33-266071e6c420
(sem trilha);Tira Dúvidas - Bubble;336;Tira Dúvidas Bubble;11/09 - Live Tira Dúvidas Bubble;3781;3;video;0.0;842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3781;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/50eb9c88-d048-4a4e-953d-ed0cc7dd37de/playlist.m3u8;50eb9c88-d048-4a4e-953d-ed0cc7dd37de
(sem trilha);Masterclasses - Comunidade;332;;Como Mandar Bem Em Entrevista Em Inglês - Leo Cicato;3652;1;video;54.6;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3652;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/585b1c67-d482-466f-990f-1d587ab6274d/playlist.m3u8;585b1c67-d482-466f-990f-1d587ab6274d
(sem trilha);Masterclasses - Comunidade;332;;Como conseguir trabalhos NoCode no exterior - Lucas Moura - The Digit;3729;3;video;75.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3729;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2102330e-a2c6-48b5-8f1a-8cfc34d6c7c5/playlist.m3u8;2102330e-a2c6-48b5-8f1a-8cfc34d6c7c5
(sem trilha);Mentoria Xano Hackers;329;;Encontro 1;3567;0;video;134.6;604x360/804x480/1206x720/1810x1080;0;https://flix.nocodestartup.io/m/lessons/3567;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/05aafcbc-a034-4f10-a3e3-c6c5ada8f1d5/playlist.m3u8;05aafcbc-a034-4f10-a3e3-c6c5ada8f1d5
(sem trilha);Mentoria Xano Hackers;329;;Encontro 2;3566;1;video;109.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3566;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/31dcf42d-5477-459c-842c-3b1d3977b7b5/playlist.m3u8;31dcf42d-5477-459c-842c-3b1d3977b7b5
(sem trilha);Mentoria Xano Hackers;329;;Encontro 3;3568;2;video;121.3;678x360/904x480/1356x720/2032x1080;0;https://flix.nocodestartup.io/m/lessons/3568;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b1c75ac5-1e2d-4f93-8010-56560edc057f/playlist.m3u8;b1c75ac5-1e2d-4f93-8010-56560edc057f
(sem trilha);Mentoria Xano Hackers;329;;Encontro 4;3569;3;video;121.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3569;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/7d87afb2-2917-4a32-984f-105be0b5e70f/playlist.m3u8;7d87afb2-2917-4a32-984f-105be0b5e70f
(sem trilha);Mentoria Xano Hackers;329;;Encontro 5;3571;4;video;134.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3571;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/df51e2e6-5b5f-4d52-9b0b-97140480d617/playlist.m3u8;df51e2e6-5b5f-4d52-9b0b-97140480d617
(sem trilha);Mentoria Xano Hackers;329;;Encontro 6;3570;5;video;116.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3570;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2c323731-981d-473e-9990-a795247f5390/playlist.m3u8;2c323731-981d-473e-9990-a795247f5390
(sem trilha);Mentoria Xano Hackers;329;;Encontro 7;3573;6;video;122.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3573;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2136da93-f110-4a02-8bcb-4037f7669abc/playlist.m3u8;2136da93-f110-4a02-8bcb-4037f7669abc
(sem trilha);Mentoria Xano Hackers;329;;Encontro 8;3572;7;video;136.2;678x360/904x480/1356x720/2032x1080;0;https://flix.nocodestartup.io/m/lessons/3572;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/445f4b59-5ecf-4781-8e06-dbb03b40624f/playlist.m3u8;445f4b59-5ecf-4781-8e06-dbb03b40624f
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;Quem Sou Eu;3635;1;video;3.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3635;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/41c1d9c6-5f24-437d-8fa6-2d8161cecd17/playlist.m3u8;41c1d9c6-5f24-437d-8fa6-2d8161cecd17
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;O Que Vai Aprender;3636;2;video;4.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3636;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/41c8159f-7c1b-4a5b-a817-5a0360f81054/playlist.m3u8;41c8159f-7c1b-4a5b-a817-5a0360f81054
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;Ideias;3637;3;video;17.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3637;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/07426df1-520d-4d6a-b2bf-e99467ea538a/playlist.m3u8;07426df1-520d-4d6a-b2bf-e99467ea538a
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;O Que Precisa Saber;3638;4;video;9.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3638;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/897c505c-9d60-4e88-b1bc-2103f909e330/playlist.m3u8;897c505c-9d60-4e88-b1bc-2103f909e330
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;Como Validar Uma Ideia De Micro-Saas;3639;5;video;21.0;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3639;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/4e89d6d4-ba9e-47c1-bae1-8e6fb86dd80f/playlist.m3u8;4e89d6d4-ba9e-47c1-bae1-8e6fb86dd80f
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;MVP;3640;6;video;13.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3640;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f848f9e5-3b06-413a-b103-54876de356b9/playlist.m3u8;f848f9e5-3b06-413a-b103-54876de356b9
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;Como Monetizar;3641;7;video;19.3;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3641;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/da58409e-3355-45a2-bd4f-e6f8afa127e7/playlist.m3u8;da58409e-3355-45a2-bd4f-e6f8afa127e7
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;Onboarding E Suporte;3642;8;video;10.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3642;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/bc1bcdcc-3a14-4364-a117-c30826a7032d/playlist.m3u8;bc1bcdcc-3a14-4364-a117-c30826a7032d
(sem trilha);MasterClass Nocode IA - MasterClass do Zero a Um com Micro-SaaS de IA;313;Masterclass;Estratégias De Go To Market;3643;9;video;8.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3643;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2f172242-7881-4259-a850-83a17aaec21e/playlist.m3u8;2f172242-7881-4259-a850-83a17aaec21e
(sem trilha);MasterClass Nocode IA - Dominando Assitentes OpenAI e Filas no N8N;312;Intro;Introdução;3650;1;video;13.9;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3650;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f3c376c4-118b-4b00-9c89-63f6768257c8/playlist.m3u8;f3c376c4-118b-4b00-9c89-63f6768257c8
(sem trilha);MasterClass Nocode IA - Dominando Assitentes OpenAI e Filas no N8N;312;Workflow 1;Sem call function;3645;1;video;53.3;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3645;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/43521f95-c57d-4bfa-a13e-9e89abef8f53/playlist.m3u8;43521f95-c57d-4bfa-a13e-9e89abef8f53
(sem trilha);MasterClass Nocode IA - Dominando Assitentes OpenAI e Filas no N8N;312;Workflow 2;Com Call Function;3644;1;video;30.0;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3644;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b9bd04a1-c3d9-493d-8adf-014881d61199/playlist.m3u8;b9bd04a1-c3d9-493d-8adf-014881d61199
(sem trilha);MasterClass Nocode IA - Dominando Assitentes OpenAI e Filas no N8N;312;Workflow 3;Fluxo Principal [Chatbot];3647;1;video;16.6;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3647;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/795b6503-5047-4ffb-9fea-a02b8316273c/playlist.m3u8;795b6503-5047-4ffb-9fea-a02b8316273c
(sem trilha);MasterClass Nocode IA - Dominando Assitentes OpenAI e Filas no N8N;312;Workflow 3;Fluxo De Contingência;3646;2;video;19.4;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3646;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/e10bb2ae-c20f-4210-8f55-290dc271e534/playlist.m3u8;e10bb2ae-c20f-4210-8f55-290dc271e534
(sem trilha);MasterClass Nocode IA - Dominando Assitentes OpenAI e Filas no N8N;312;Bônus;Fluxo De Reativação;3648;1;video;5.1;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3648;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/55b12b10-5ca4-49fa-8826-3579fcd6aed7/playlist.m3u8;55b12b10-5ca4-49fa-8826-3579fcd6aed7
(sem trilha);MasterClass Nocode IA - Dominando Assitentes OpenAI e Filas no N8N;312;Bônus;Fluxo Principal;3649;2;video;19.2;640x360/854x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/3649;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/47cf2cd6-8c42-4551-856b-e98c274a9d52/playlist.m3u8;47cf2cd6-8c42-4551-856b-e98c274a9d52
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Introdução MasterClass Flowise;3436;1;video;5.8;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3436;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/a7154e2b-30e2-4daa-979b-a921fde471ce/playlist.m3u8;a7154e2b-30e2-4daa-979b-a921fde471ce
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;O que você aprenderá;3437;2;video;9.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3437;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/0112eaee-c6a1-4c63-8b39-8569a6e766b7/playlist.m3u8;0112eaee-c6a1-4c63-8b39-8569a6e766b7
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Introdução ao Flowise;3439;3;video;17.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3439;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f3bf9626-7d7a-4098-93d1-96af4fdbc1d4/playlist.m3u8;f3bf9626-7d7a-4098-93d1-96af4fdbc1d4
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Comparativo Assistentes Flowise x Open AI;3438;4;video;11.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3438;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/b061ddb5-c448-4107-92ba-e6cb58fd05db/playlist.m3u8;b061ddb5-c448-4107-92ba-e6cb58fd05db
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Conhecendo o Projeto Completo;3441;5;video;19.9;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3441;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/ad6eb00e-157c-4134-a5a1-757605b2bac6/playlist.m3u8;ad6eb00e-157c-4134-a5a1-757605b2bac6
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Desenvolvimento 1 - Fluxo Flowise e Automações N8N;3440;6;video;26.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3440;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/199e7b46-15a8-4592-b305-9edbfad645da/playlist.m3u8;199e7b46-15a8-4592-b305-9edbfad645da
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Desenvolvimento 2 - Estruturação Flowise;3442;7;video;55.2;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3442;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/dd895b76-f379-4a4c-9729-d87263695962/playlist.m3u8;dd895b76-f379-4a4c-9729-d87263695962
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Desenvolvimento 3 - RAG com Livro;3443;8;video;15.4;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3443;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/1d3899ac-fe66-4da8-8806-ed7d67adeb10/playlist.m3u8;1d3899ac-fe66-4da8-8806-ed7d67adeb10
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Desenvolvimento 4 - WhatsApp;3444;9;video;12.7;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3444;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/147d3845-f8ee-43ed-b91a-c96b42557cc9/playlist.m3u8;147d3845-f8ee-43ed-b91a-c96b42557cc9
(sem trilha);MasterClass Flowise - Criando um Agentes IA Avançados com Flowise;311;Masterclass;Conclusão e Dúvidas Finais;3445;10;video;36.5;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/3445;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/64305a43-237c-49b5-83bb-adb15a3cbe45/playlist.m3u8;64305a43-237c-49b5-83bb-adb15a3cbe45
(sem trilha);Depoimentos Formações NoCode StartUp;278;;Depoimentos Formação;2963;0;video;0.6;640x360/842x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2963;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/56ef00d0-8df4-423c-bfbc-059f0c6bf84d/playlist.m3u8;56ef00d0-8df4-423c-bfbc-059f0c6bf84d
(sem trilha);Guia NoCode;270;As oportunidades do Mundo NoCode;Introdução;2773;0;video;4.3;640x360/842x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2773;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/c6550d83-790d-4c68-af1c-9219c230194b/playlist.m3u8;c6550d83-790d-4c68-af1c-9219c230194b
(sem trilha);Guia NoCode;270;As oportunidades do Mundo NoCode;Como Ganhar Dinheiro com NoCode;2774;2;video;6.9;640x360/842x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2774;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/09581b7a-1ed4-4d93-85fa-b9ee95808c54/playlist.m3u8;09581b7a-1ed4-4d93-85fa-b9ee95808c54
(sem trilha);Guia NoCode;270;As oportunidades do Mundo NoCode;A Escada da Prosperidade;2775;3;video;2.8;640x360/842x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2775;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/e4230c6c-6eec-4937-bf29-16c8a368eaa5/playlist.m3u8;e4230c6c-6eec-4937-bf29-16c8a368eaa5
(sem trilha);Guia NoCode;270;Guia das Melhores Ferramentas NoCode;Introdução;2776;1;video;2.3;640x360/842x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2776;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f9d899fa-b4f3-4068-9ba2-28b6584c2613/playlist.m3u8;f9d899fa-b4f3-4068-9ba2-28b6584c2613
(sem trilha);Guia NoCode;270;Guia das Melhores Ferramentas NoCode;Melhores Ferramentas por Categoria;2777;2;video;8.1;640x360/842x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2777;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/9b5844a1-bd91-477b-b2c3-f116733d0551/playlist.m3u8;9b5844a1-bd91-477b-b2c3-f116733d0551
(sem trilha);Guia NoCode;270;Guia das Melhores Ferramentas NoCode;Melhores Ferramentas por Tipo de Persona;2778;3;video;1.8;640x360/842x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2778;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/4f3e55c1-6c33-47d4-ae47-218ac76ae93e/playlist.m3u8;4f3e55c1-6c33-47d4-ae47-218ac76ae93e
(sem trilha);Guia NoCode;270;Guia das Melhores Ferramentas NoCode;Lista Final das Melhores Ferramentas NoCode;2779;4;video;9.6;640x360/842x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2779;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/43e12fa2-1a06-4472-9d6f-df9d10c07235/playlist.m3u8;43e12fa2-1a06-4472-9d6f-df9d10c07235
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Introdução a trilha e apresentação;2888;1;video;2.6;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2888;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/2fb226ba-8a55-437b-9441-53baeb738ddb/playlist.m3u8;2fb226ba-8a55-437b-9441-53baeb738ddb
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;O que você irá aprender;2889;2;video;3.8;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2889;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/e33170ff-a03d-4c93-8295-4315efed0096/playlist.m3u8;e33170ff-a03d-4c93-8295-4315efed0096
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Metodologia para desenvolvimento;2890;3;video;2.6;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2890;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/eb685366-5426-4b4c-9a48-8ed5c517bd0b/playlist.m3u8;eb685366-5426-4b4c-9a48-8ed5c517bd0b
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Conhecendo o Mercado Pago;2891;4;video;2.9;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2891;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/14a906be-dd26-41a1-b17f-7634160ca818/playlist.m3u8;14a906be-dd26-41a1-b17f-7634160ca818
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Criando e configurando aplicativo no MP;2892;5;video;11.2;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2892;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/838df3ba-0315-45f3-a46d-8477288e9c44/playlist.m3u8;838df3ba-0315-45f3-a46d-8477288e9c44
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Criando a Aplicação de Testes;2893;6;video;2.6;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2893;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/f3db7100-9ada-437e-a0c7-e191bf32f01c/playlist.m3u8;f3db7100-9ada-437e-a0c7-e191bf32f01c
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Documentação APIs Mercado Pago;2894;7;video;5.6;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2894;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/3fa36878-5025-44c5-aafb-40ae43285dd0/playlist.m3u8;3fa36878-5025-44c5-aafb-40ae43285dd0
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Modelagem do banco de dados;2895;8;video;3.3;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2895;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/468f8230-002d-410b-ade5-7eaf9215bda7/playlist.m3u8;468f8230-002d-410b-ade5-7eaf9215bda7
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Criando variáveis e Grupos de APIs;2896;9;video;3.5;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2896;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/d2fea1e8-cd82-4108-a13a-075f001be98e/playlist.m3u8;d2fea1e8-cd82-4108-a13a-075f001be98e
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Criando preferência de Pagamentos Postman;2897;10;video;7.9;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2897;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/557ea2e6-704d-4f20-acb4-95d5a16eebe1/playlist.m3u8;557ea2e6-704d-4f20-acb4-95d5a16eebe1
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Validação criação preferência de pag. via Postman;2898;11;video;1.9;640x360/842x480/1280x720;0;https://flix.nocodestartup.io/m/lessons/2898;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/a4557cc6-69db-4048-99fe-c346ffdeaffc/playlist.m3u8;a4557cc6-69db-4048-99fe-c346ffdeaffc
(sem trilha);Xano Especialista | Pagamentos Mercado Pago;261;Pagamentos Avulso MP;Criando variável de preferência de pagamento;2899;12;video;4.1;640x360/854x480/1280x720/1920x1080;0;https://flix.nocodestartup.io/m/lessons/2899;https://b-vz-5d8b4169-07f.tv.pandavideo.com.br/37ef0918-aede-4919-9d63-636ee0a663df/playlist.m3u8;37ef0918-aede-4919-9d63-636ee0a663df
